train_loss,train_acc,val_loss,val_acc,val_iou Global,val_iou Clases,score
0.4547176578999462,92.3820210375817,0.38280838326121985,93.33220471178963,0.8744386434555054,"[0.8826839923858643, 0.8661932945251465]",0.8546857929296707
0.3601263951426162,93.91013885697508,0.3634577862332376,93.96576475725075,0.8857693672180176,"[0.8926449418067932, 0.8788938522338867]",0.8655198891176266
0.3335505990605605,94.25869651245915,0.4040833935978707,92.71043771333828,0.8635450005531311,"[0.8723567724227905, 0.8547332286834717]",0.8438689913475111
0.3249236103847511,94.34883115681168,0.32932402109831904,94.77591085721865,0.9003874063491821,"[0.9060149192810059, 0.8947598338127136]",0.8808725812796796
0.3140963975312118,94.59553573708129,0.312489106748881,94.83500626997079,0.9014142751693726,"[0.9073681235313416, 0.8954603672027588]",0.8841166266062286
0.30801952535048466,94.63864235472835,0.32509646020578536,94.10661128907168,0.8883514404296875,"[0.8945161700248718, 0.882186770439148]",0.8730815392699134
0.2981890826521063,94.79641304764093,0.3053044261557333,94.58530437691131,0.8970808982849121,"[0.9014752507209778, 0.8926865458488464]",0.8821609648760784
0.30399497794477565,94.73805163015727,0.30542777629380813,94.90762819900219,0.902314305305481,"[0.9110064506530762, 0.8936222195625305]",0.8858058472697654
0.2979959948058415,94.67702540977328,0.3013720020149531,95.02821774012732,0.9049094915390015,"[0.9107974171638489, 0.8990215063095093]",0.8882308437750579
0.28421392319793987,94.88892287709355,0.29954640567302704,95.15933827457265,0.907454252243042,"[0.9117840528488159, 0.9031243920326233]",0.8902860157191752
0.22190509243567186,96.02521430121527,0.2100610476866197,96.54446445352319,0.9330557584762573,"[0.9361376762390137, 0.9299739003181458]",0.9216298737803872
0.19897644048122534,96.6036581201491,0.20439828162112933,96.61853939544862,0.9344816207885742,"[0.9370598196983337, 0.9319033622741699]",0.9234773923088325
0.19997568742225044,96.6346031837214,0.2082334343302116,96.52858995263982,0.932780921459198,"[0.935621976852417, 0.929939866065979]",0.9217116298719068
0.20119234589033558,96.59922289879493,0.2046986029724057,96.73317665680992,0.9364022016525269,"[0.9409687519073486, 0.9318357110023499]",0.9247767507109079
0.194087321821012,96.75188131893381,0.21660491991578862,96.44239173350144,0.9311322569847107,"[0.9344488382339478, 0.9278156757354736]",0.9193018419019291
0.19163101127273158,96.80414703967524,0.20758372679185333,96.59127625990575,0.9338281154632568,"[0.9378498792648315, 0.9298063516616821]",0.9225421218055017
0.1913153562218623,96.78119383169934,0.20356670591268647,96.6090503023492,0.9341946840286255,"[0.9379193186759949, 0.9304700493812561]",0.9234012729331349
0.19137083963119894,96.85196684793709,0.20921123747745257,96.71704706505945,0.936177134513855,"[0.9401788711547852, 0.93217533826828]",0.9239423085380805
0.19583425581231154,96.75325887842115,0.20263352270206708,96.78449730195223,0.937497079372406,"[0.9409993290901184, 0.9339948296546936]",0.9258529271553742
0.19199769484593457,96.8020370583129,0.2000818465198024,96.75162121014418,0.9370055198669434,"[0.9391186833381653, 0.9348924160003662]",0.92589158692889
0.18830446405966478,96.92012133629494,0.21465641494547383,96.60974809312637,0.9342451095581055,"[0.9376193284988403, 0.9308709502220154]",0.9217731144488527
0.19207430165961273,96.81894275939543,0.21675856779800373,96.73767735946322,0.9366423487663269,"[0.9399470686912537, 0.9333376288414001]",0.9231358589667282
0.18727552633088335,96.91683357587827,0.21844336373752424,96.59324902642393,0.9338352084159851,"[0.9380970597267151, 0.9295733571052551]",0.9209181413305609
0.18830260640024243,96.89568748723447,0.20741994494802496,96.80585458139751,0.9379611611366272,"[0.9408395290374756, 0.9350827932357788]",0.9254598210534353
0.1902877185353659,96.87302006740197,0.21775772146294625,96.55756980664476,0.9333205223083496,"[0.936170756816864, 0.9304702877998352]",0.9206607073964028
0.18382372555876136,96.99948299632352,0.20106319647826507,96.84147876280949,0.9386996030807495,"[0.9406819939613342, 0.9367172718048096]",0.9269302426847849
0.19155486712330266,96.86100212545956,0.20410297693831198,96.84704242384144,0.9387887716293335,"[0.9409936666488647, 0.936583936214447]",0.9265366935997865
0.1843702665957293,96.98727436938317,0.20188548457756472,96.72039818373005,0.9363532662391663,"[0.9393106698989868, 0.9333958625793457]",0.9251644636807816
0.17848644416807288,97.14455598320058,0.20412476779369826,96.81689049191245,0.9382578134536743,"[0.9399062395095825, 0.9366093277931213]",0.9261617542485172
0.18119298061706068,97.04001145705678,0.20123295000429903,96.83540635582682,0.9384341239929199,"[0.9420778751373291, 0.9347903728485107]",0.926718944294399
0.17996006223716235,97.06477338005514,0.21011614464641956,96.71941706501043,0.9363623857498169,"[0.9390088319778442, 0.9337159395217896]",0.9239362483279088
0.1767562284393418,97.1641858468648,0.21129317933254027,96.58536705364669,0.9337341785430908,"[0.9376214742660522, 0.9298468232154846]",0.9219199480802824
0.17462791250388426,97.20493754467932,0.21296399739686023,96.81245966405577,0.9381277561187744,"[0.9404993057250977, 0.935756266117096]",0.9247448296736129
0.17083987576844997,97.24855334712011,0.19658116217744484,96.81235437326634,0.9380651712417603,"[0.9411278367042542, 0.9350024461746216]",0.9271584455426154
0.16960236155673078,97.31998634089052,0.21674123205495685,96.6550384476018,0.9351328611373901,"[0.9380714893341064, 0.9321942925453186]",0.9220818179879295
0.12543310149383724,97.41863718469158,0.15915676683522342,96.88618906075409,0.9394842386245728,"[0.9421800374984741, 0.9367884993553162]",0.9337654520119174
0.12237547478057388,97.4925066380719,0.1481791359654973,97.00054060120046,0.9417163133621216,"[0.9432716965675354, 0.9401609897613525]",0.9369745489586605
0.12248897020305906,97.49904593673406,0.14658323759108446,97.02162699616022,0.9420720338821411,"[0.944270133972168, 0.9398739337921143]",0.9374629380788361
0.11898647568055562,97.54808979907067,0.14669741221358268,96.91593227298235,0.9399688839912415,"[0.9433949589729309, 0.936542809009552]",0.9359736069618316
0.11435692121547864,97.67565215864991,0.14244891008299387,97.05361768814814,0.9427201747894287,"[0.9442093968391418, 0.9412310123443604]",0.938536785840151
0.11618695710610627,97.66118929993873,0.13852348923683167,97.22542210503165,0.9458314776420593,"[0.9489111304283142, 0.9427518248558044]",0.9413035109639167
0.11396569341309089,97.68346290339053,0.14471701063801734,97.12484116405821,0.9439570307731628,"[0.9468260407447815, 0.9410880208015442]",0.9390623699455114
0.11469916229073267,97.6866096047794,0.1610166792119487,96.8682934553083,0.9391731023788452,"[0.9415698051452637, 0.9367764592170715]",0.9332686697833994
0.11269101046754006,97.73313993566177,0.15181747606296217,97.0253480683773,0.9421486854553223,"[0.9442552328109741, 0.9400421380996704]",0.9367314584092812
0.11255444146524694,97.72375376582924,0.15897453023811406,96.89467980573198,0.9397009611129761,"[0.9416502714157104, 0.9377516508102417]",0.933944493243366
