train_loss,train_acc,val_loss,val_acc,val_iou Global,val_iou Clases,score
0.7321811637708119,93.638454382404,0.5601209000255285,94.95104772758738,0.9037336111068726,"[0.9074124693870544, 0.9000546932220459]",0.8485953927709815
0.5271389537063756,95.18028971354167,0.4947549714131302,95.19526014176198,0.9080456495285034,"[0.9129791855812073, 0.9031121134757996]",0.8614187089579828
0.4844087412706891,95.45374444699755,0.46541934636201754,94.97666976259876,0.9041410088539124,"[0.9084970951080322, 0.8997849225997925]",0.863085804243436
0.4470717751217964,95.62587555530024,0.45489333452803365,95.58097476221894,0.9151562452316284,"[0.9193122386932373, 0.9110001921653748]",0.8723753714829348
0.41120833696279313,95.89524117264094,0.42708865310368915,95.66536628712974,0.9168664813041687,"[0.9187451004981995, 0.9149878621101379]",0.8777432389473646
0.4061171907679479,95.72483803742851,0.37277615622857985,96.03753429033854,0.923720121383667,"[0.9256998896598816, 0.9217404127120972]",0.8906876615342798
0.3782532771951274,95.83001669092116,0.37793277790037433,96.05447988570704,0.9239999651908875,"[0.9265429973602295, 0.9214569330215454]",0.890110058948565
0.35901326658134175,95.84089068244485,0.377983363156908,96.05274880941003,0.9238290786743164,"[0.9279558062553406, 0.9197023510932922]",0.8899828505984853
0.32644234659304294,96.09550908905229,0.353682337517149,96.29125829155394,0.9283087253570557,"[0.9317904710769653, 0.9248269200325012]",0.8967637571223666
0.321456097010383,96.0322362962112,0.3398438251755211,95.64541655410123,0.916426420211792,"[0.9195436239242554, 0.9133091568946838]",0.8905219203719261
0.3034845865086505,96.08468408522263,0.3217033638378208,95.88122963484695,0.920818567276001,"[0.9230777621269226, 0.9185594320297241]",0.8963174925175275
0.2870929968312271,96.16818289164624,0.30714296842559,96.17800943282953,0.9262765645980835,"[0.9289606213569641, 0.9235925078392029]",0.9023221499548199
0.27305920349251955,96.2081649880004,0.28046123298366415,96.23680715980431,0.9273678064346313,"[0.9300381541252136, 0.9246973991394043]",0.9070882795566924
0.2543536860467796,96.33554926853553,0.2699961072943184,96.3722522741279,0.9298897981643677,"[0.9324714541435242, 0.9273080825805664]",0.9104234426209095
0.23837396978659736,96.43074783624387,0.28509527026267534,96.250983607411,0.927621603012085,"[0.930411159992218, 0.9248321056365967]",0.9065708315690582
0.2283878203173329,96.39767029207516,0.2580961390827479,96.35334396272567,0.9295617341995239,"[0.9317997694015503, 0.9273236989974976]",0.9119787930772545
0.21713459326472498,96.47476655050042,0.24750580144732187,96.43817866614106,0.9311289191246033,"[0.933543860912323, 0.9287139773368835]",0.914664373170124
0.20666718914320595,96.4240819993362,0.23848950561512722,96.18572581191069,0.9263616800308228,"[0.9297472238540649, 0.9229761362075806]",0.9126797501793068
0.1900217733100841,96.6017231860192,0.22032277336281336,96.30777745922529,0.928663969039917,"[0.9316034317016602, 0.9257245659828186]",0.9170163623235199
0.18170065561631568,96.67083189721201,0.21121975620476047,96.67420663581609,0.9355720281600952,"[0.9374215602874756, 0.9337225556373596]",0.9232174562813524
0.16890010453368487,96.74828543070875,0.1878967709588201,96.52832337550478,0.9328142404556274,"[0.9351608753204346, 0.9304676055908203]",0.9247854526751161
0.15574319509411216,96.76233771829044,0.1701960704299841,96.7713134593331,0.9374111890792847,"[0.9388893842697144, 0.935932993888855]",0.9306584217910017
0.14259103834068865,96.81592052185457,0.17600984578387122,96.63267707690102,0.9347944259643555,"[0.9366452097892761, 0.9329436421394348]",0.9279546213074681
0.13127973090325082,96.84540664573122,0.15203979837425638,96.62905890250089,0.9345780611038208,"[0.9382117390632629, 0.9309443831443787]",0.931398673016536
0.11510752728278924,96.97355574065564,0.14559073520175528,96.9359983044737,0.9404749870300293,"[0.942467212677002, 0.9384827613830566]",0.9364938806407571
0.10501979536523945,96.95750820184846,0.1234479079002075,96.75406204208078,0.9370616674423218,"[0.9390115737915039, 0.9351118206977844]",0.9374259810245941
0.09123611966974306,97.00460931117239,0.1102384158483382,96.90067468040608,0.9397995471954346,"[0.9419597387313843, 0.9376393556594849]",0.9413239206595534
0.07961056503306206,97.08941419015524,0.10977053822258885,96.93241698184985,0.9403369426727295,"[0.9432011246681213, 0.9374727010726929]",0.9417702791375222
0.06894943492024913,97.20150824652778,0.09704593979240803,96.91556471240835,0.9400976896286011,"[0.9419898986816406, 0.9382055401802063]",0.9435114917711594
0.0644195966310519,97.12799175985498,0.07239873824494608,97.17530368926674,0.9450196623802185,"[0.9464722275733948, 0.9435670971870422]",0.9506539529294109
0.04667244928615882,97.11448902803309,0.06005527665106098,97.16745234653733,0.9448632001876831,"[0.9464669823646545, 0.9432594180107117]",0.952395948633719
0.0319944746176103,97.28677092907475,0.052615416560615046,96.98929602348467,0.9415066242218018,"[0.9430290460586548, 0.9399842023849487]",0.951162324471169
0.018989788074242443,97.30409071180556,0.04161497603139181,97.15883429542313,0.9447129368782043,"[0.9460720419883728, 0.9433538317680359]",0.9550568094100342
0.010430952926215372,97.32644681244894,0.023320276248321104,97.22298845201252,0.945925772190094,"[0.947295069694519, 0.944556474685669]",0.9586499990958175
