train_loss,train_acc,val_loss,val_acc,val_iou Global,val_iou Clases,score
0.4467848314154417,92.33735511131536,0.35289135340894207,93.94551638125589,0.8851755857467651,"[0.893798291683197, 0.876552939414978]",0.8666892070113942
0.35126167955927384,93.96528432010825,0.33038985293902706,94.65089288120933,0.8981252312660217,"[0.9038782715797424, 0.892372190952301]",0.8791291839453611
0.32340114490878313,94.3955050998264,0.32992024083485766,94.62827259088547,0.8977469205856323,"[0.9032443761825562, 0.8922495245933533]",0.8789348082847139
0.3277171985771423,94.48372076695262,0.3375258626562826,93.9648817504031,0.8852713704109192,"[0.8954123854637146, 0.8751303553581238]",0.8690610798892009
0.32013830520156633,94.45489398233252,0.3089877259865236,94.44658232606422,0.8942207098007202,"[0.9018772840499878, 0.8865641355514526]",0.8796063379625256
0.2994348936175045,94.79636645348243,0.3071728023920166,94.9164821972036,0.90287184715271,"[0.9089183211326599, 0.8968253135681152]",0.8859343726480944
0.3055365936536538,94.7787410960478,0.28939028234964004,95.11308450937402,0.9063901305198669,"[0.9126999378204346, 0.9000803232192993]",0.8910645490114608
0.2861042948705809,94.93035194546569,0.29936709564723324,95.09727749031478,0.9062673449516296,"[0.9112116098403931, 0.9013230800628662]",0.8894820771190557
0.2971355460752222,94.73417697482638,0.29337976738977967,95.21856673659506,0.9082921743392944,"[0.9146650433540344, 0.9019192457199097]",0.8917975569290391
0.2876586032317097,94.91121451184641,0.3002735090054823,94.98486665055526,0.9041622281074524,"[0.9097463488578796, 0.8985781073570251]",0.8878725333243943
