#En la opción de val_iou Classes se tiene una lista y cada valor corresponde a [mascota, fondo, borde]

train_loss,train_acc,val_loss,val_acc,val_iou Global,val_iou Clases
0.5206842972620114,79.06391772985853,0.3851336904224895,85.05419228409565,"tensor(0.6443, device='cuda:0')","[0.7110392451286316, 0.8391143679618835, 0.3827429711818695]"
0.3407678914633957,86.8215122432247,0.3484638182535058,86.5243553218985,"tensor(0.6690, device='cuda:0')","[0.7348753213882446, 0.8507688045501709, 0.4214591383934021]"
0.29072650183697,88.834317439195,0.2878734533275877,89.09117887492168,"tensor(0.7203, device='cuda:0')","[0.7964024543762207, 0.8875827789306641, 0.4768544137477875]"
0.26822091941092463,89.69135574067809,0.28221333186541286,89.33128108356829,"tensor(0.7259, device='cuda:0')","[0.7959355711936951, 0.8918935060501099, 0.4898766875267029]"
0.24485504454052126,90.57463658983377,0.2728040088855085,89.73871242233187,"tensor(0.7315, device='cuda:0')","[0.8062815070152283, 0.8953327536582947, 0.49295133352279663]"
0.2491174504160881,91.58484734658674,0.27209402141826494,90.6095948693348,"tensor(0.7526, device='cuda:0')","[0.8254148364067078, 0.9059072732925415, 0.5265247225761414]"
0.23285643385874258,92.23428903137216,0.2793808889885743,90.25872583476922,"tensor(0.7504, device='cuda:0')","[0.8192488551139832, 0.901401162147522, 0.5305392742156982]"
0.22391116977543443,92.54978416808798,0.2819578793077242,90.37209927487991,"tensor(0.7514, device='cuda:0')","[0.821198582649231, 0.9000131487846375, 0.5328434109687805]"
0.22157944662345422,92.65825073444078,0.2838669154970419,90.21610014619883,"tensor(0.7478, device='cuda:0')","[0.8155109882354736, 0.8982974886894226, 0.5296198725700378]"
0.20761841668470485,93.19152006115739,0.26780819201043676,91.04670040987887,"tensor(0.7595, device='cuda:0')","[0.8331424593925476, 0.9097979664802551, 0.5354934930801392]"
0.189658895940394,94.07454120576911,0.23802517797975314,91.91102960852653,"tensor(0.7790, device='cuda:0')","[0.8523399829864502, 0.9203519821166992, 0.5643457770347595]"
0.17947928788694176,94.44459907418175,0.23754021312509263,91.98475110301796,"tensor(0.7804, device='cuda:0')","[0.8538641929626465, 0.9212515950202942, 0.5661312341690063]"
0.17446705018346373,94.63421092178925,0.23815028830653145,92.00644433348998,"tensor(0.7807, device='cuda:0')","[0.8543735146522522, 0.9215483665466309, 0.566235363483429]"
0.17034222523908357,94.78371722987498,0.2392703259275073,91.99935670882937,"tensor(0.7805, device='cuda:0')","[0.8542850017547607, 0.9215161800384521, 0.5657398700714111]"
0.16650780266201173,94.92149324349722,0.24076385547717413,91.97603791379491,"tensor(0.7800, device='cuda:0')","[0.8538722991943359, 0.9213577508926392, 0.5646772384643555]"
0.1627454063779599,95.05291934336707,0.24274707514615285,91.95056121749687,"tensor(0.7793, device='cuda:0')","[0.8534427881240845, 0.9212742447853088, 0.5632426142692566]"
0.1590289150540893,95.17987448727166,0.24529665265054929,91.90098047854009,"tensor(0.7782, device='cuda:0')","[0.8524270057678223, 0.9208605885505676, 0.5611997842788696]"
0.15535112021339906,95.30462260139453,0.2477683685719967,91.87547726738721,"tensor(0.7773, device='cuda:0')","[0.8521637916564941, 0.9207302927970886, 0.558988630771637]"
0.1518675311191662,95.42237796419242,0.2526067935285114,91.75966038142231,"tensor(0.7748, device='cuda:0')","[0.849062442779541, 0.9192503690719604, 0.5559924840927124]"
0.14872179567008406,95.52375817546233,0.25309910181732403,91.78795173154239,"tensor(0.7749, device='cuda:0')","[0.8503001928329468, 0.9201376438140869, 0.5543251037597656]"
