train_loss,train_acc,val_loss,val_acc,val_iou Global,val_iou Clases,score
0.4243936802547677,92.6237828073938,0.3945106781935424,93.18948448251146,0.8714560270309448,"[0.8828999400138855, 0.8600121140480042]",0.85084261719263
0.354271113032237,93.79509357128268,0.34003440901804505,93.94139711841699,0.8849271535873413,"[0.8946571946144104, 0.8751971125602722]",0.8684438461584321
0.3285110839327475,94.34548004748774,0.31459312408827667,94.46519390887805,0.8943995237350464,"[0.9030560851097107, 0.8857429027557373]",0.8788906980012909
0.3237848924402904,94.36460663041258,0.321406539738848,94.90137296892152,0.9025278091430664,"[0.9091265201568604, 0.8959290981292725]",0.8835584854393193
0.3221991348423456,94.35126203150531,0.30845446767431967,94.6659839229005,0.8982657194137573,"[0.9050770998001099, 0.89145427942276]",0.8825178334384821
-0.03045930671750715,96.19574764476103,-0.033233230985868514,96.30222959181172,0.9285609126091003,"[0.9314961433410645, 0.9256256818771362]",0.9549776234742504
-0.0299550013203538,96.42932288475285,-0.036167873969573654,96.42330634213519,0.9308731555938721,"[0.9329650402069092, 0.928781270980835]",0.9570363900111465
-0.037643267030834704,96.71258058236315,-0.03688408400905266,96.47925786763409,0.9319151639938354,"[0.9340192079544067, 0.9298110604286194]",0.9578732273970426
-0.09492958674060278,96.6978493285335,-0.09451797043674448,96.48343025446219,0.9319867491722107,"[0.9341884851455688, 0.9297850131988525]",0.9665684199860591
-0.09698426936003834,96.88189848856209,-0.1017499299029286,96.90788805667049,0.9399501085281372,"[0.9418888688087463, 0.9380114078521729]",0.9732275654551352
